"효능및성분별(1)",효능및성분별(2),효능및성분별(3),2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023
"효능및성분별(1)",효능및성분별(2),효능및성분별(3),처방기관수 (개소),처방의사수 (명),환자수 (명),처방건수 (건),처방량 (개/정),처방기관수 (개소),처방의사수 (명),환자수 (명),처방건수 (건),처방량 (개/정),처방기관수 (개소),처방의사수 (명),환자수 (명),처방건수 (건),처방량 (개/정),처방기관수 (개소),처방의사수 (명),환자수 (명),처방건수 (건),처방량 (개/정),처방기관수 (개소),처방의사수 (명),환자수 (명),처방건수 (건),처방량 (개/정)
"식욕억제제",향정신성의약품,펜터민,22566,33084,842928,3196636,89917467,23337,34781,867809,3304199,91377395,23322,35130,818661,3005158,84068866,23167,35758,763154,2803626,80187625,23061,36061,718551,2616494,74933704
"진해제",소계,소계,4395,30221,997170,3376352,50272378,4334,28742,599510,2496223,41120083,4193,27238,493181,2311729,39291684,4505,29178,655805,2486152,41556341,4276,28663,696074,2672568,40759916
"진해제",마약,소계,3140,28301,711207,2796604,43948929,3320,27220,484911,2244869,38596944,3301,25921,427937,2157895,37536440,3661,27910,542821,2273767,39819309,3726,27834,625740,2510076,40701762
"진해제",마약,코데인,3140,28301,711207,2796604,43948929,3320,27220,484911,2244869,38596944,3301,25921,427937,2157895,37536440,3661,27910,542821,2273767,39819309,3726,27834,625740,2510076,40701762
"진해제",향정신성의약품,소계,1545,3830,298589,588648,6323449,1255,3000,119415,252672,2523139,1090,2445,67892,154827,1755244,1053,2467,116793,213583,1737032,699,1754,73336,163270,58154
"진해제",향정신성의약품,덱스트로메토르판,316,391,104306,195455,1578089,261,319,45315,85429,816869,246,313,25663,48794,500281,237,292,34485,50661,531142,47,49,705,902,8949
"진해제",향정신성의약품,지페프롤,1260,3477,196089,394431,4745360,1017,2710,74547,167607,1706270,863,2153,42455,106291,1254963,837,2198,82534,163120,1205890,658,1711,72665,162408,49205
"항뇌전증제",소계,소계,15283,46620,964739,8365790,173971355,16195,48366,1022096,9056954,190450810,17004,49347,1162974,9855751,209863408,17683,51012,1236453,9863723,219525996,17891,51783,1310369,10499542,234278893
"항뇌전증제",향정신성의약품,소계,15283,46620,964739,8365790,173971355,16195,48366,1022096,9056954,190450810,17004,49347,1162974,9855751,209863408,17683,51012,1236453,9863723,219525996,17891,51783,1310369,10499542,234278893
"항뇌전증제",향정신성의약품,클로나제팜,14993,45502,942804,8190238,165344489,15948,47202,1004671,8885627,181984045,16788,48375,1147364,9686517,201712931,17512,50048,1221790,9709387,211715702,17723,50857,1297204,10361410,226779725
"항뇌전증제",향정신성의약품,페노바르비탈,1894,7280,24424,190871,8626866,1862,6983,19814,184856,8466765,1830,6511,17827,181509,8150477,1741,6530,16847,165423,7810294,1652,6376,15092,149056,7499168
"ADHD치료제",소계,소계,4076,12721,133813,1419288,35232857,4260,12536,143471,1493240,37708591,4527,12752,170530,1720725,45382910,4803,13404,221483,2049999,56953198,5047,13837,280663,2553300,73125498
"ADHD치료제",향정신성의약품,소계,4076,12721,133813,1419288,35232857,4260,12536,143471,1493240,37708591,4527,12752,170530,1720725,45382910,4803,13404,221483,2049999,56953198,5047,13837,280663,2553300,73125498
"ADHD치료제",향정신성의약품,메틸페니데이트,4076,12721,133813,1419288,35232857,4260,12536,143471,1493240,37708591,4527,12752,170530,1720725,45382910,4803,13404,221483,2049999,56953198,5047,13837,280663,2553300,73125498
"항우울제",소계,소계,-,-,-,-,-,14,20,24,98,175,78,221,364,3212,6364,86,227,404,3305,6603,85,216,433,2884,5643
"항우울제",향정신성의약품,소계,-,-,-,-,-,14,20,24,98,175,78,221,364,3212,6364,86,227,404,3305,6603,85,216,433,2884,5643
"항우울제",향정신성의약품,에스케타민,-,-,-,-,-,14,20,24,98,175,78,221,364,3212,6364,86,227,404,3305,6603,85,216,433,2884,5643
